nomor_cabai,gambar,berat_cabai,kadar_air,label
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_6_1.png,2.7,8.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_6_2.png,2.7,8.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_7_0.png,2.56,3.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_7_1.png,2.56,3.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_7_2.png,2.56,3.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_8_0.png,2.47,3.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_8_1.png,2.47,3.52,kering
15,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 15b_8_2.png,2.47,3.52,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_6_0.png,2.46,11.79,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_6_1.png,2.46,11.79,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_6_2.png,2.46,11.79,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_7_0.png,2.29,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_7_1.png,2.29,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_7_2.png,2.29,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_8_0.png,2.17,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_8_1.png,2.17,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16a_8_2.png,2.17,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_6_0.png,2.46,11.79,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_6_1.png,2.46,11.79,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_6_2.png,2.46,11.79,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_7_0.png,2.29,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_7_1.png,2.29,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_7_2.png,2.29,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_8_0.png,2.17,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_8_1.png,2.17,5.24,kering
16,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 16b_8_2.png,2.17,5.24,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_6_0.png,2.78,11.15,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_6_1.png,2.78,11.15,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_6_2.png,2.78,11.15,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_7_0.png,2.62,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_7_1.png,2.62,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_7_2.png,2.62,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_8_0.png,2.47,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_8_1.png,2.47,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17a_8_2.png,2.47,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_6_0.png,2.78,11.15,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_6_1.png,2.78,11.15,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_6_2.png,2.78,11.15,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_7_0.png,2.62,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_7_1.png,2.62,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_7_2.png,2.62,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_8_0.png,2.47,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_8_1.png,2.47,5.73,kering
17,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 17b_8_2.png,2.47,5.73,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_6_0.png,3.37,10.68,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_6_1.png,3.37,10.68,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_6_2.png,3.37,10.68,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_7_0.png,3.17,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_7_1.png,3.17,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_7_2.png,3.17,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_8_0.png,3.01,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_8_1.png,3.01,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18a_8_2.png,3.01,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_6_0.png,3.37,10.68,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_6_1.png,3.37,10.68,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_6_2.png,3.37,10.68,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_7_0.png,3.17,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_7_1.png,3.17,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_7_2.png,3.17,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_8_0.png,3.01,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_8_1.png,3.01,5.05,kering
18,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 18b_8_2.png,3.01,5.05,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_6_0.png,3.53,9.92,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_6_1.png,3.53,9.92,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_6_2.png,3.53,9.92,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_7_0.png,3.34,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_7_1.png,3.34,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_7_2.png,3.34,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_8_0.png,3.18,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_8_1.png,3.18,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19a_8_2.png,3.18,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_6_0.png,3.53,9.92,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_6_1.png,3.53,9.92,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_6_2.png,3.53,9.92,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_7_0.png,3.34,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_7_1.png,3.34,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_7_2.png,3.34,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_8_0.png,3.18,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_8_2.png,3.18,4.79,kering
19,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 19b_8_1.png,3.18,4.79,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_6_0.png,2.24,10.27,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_6_1.png,2.24,10.27,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_6_2.png,2.24,10.27,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_7_0.png,2.09,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_7_1.png,2.09,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_7_2.png,2.09,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_8_0.png,2.01,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_8_1.png,2.01,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20a_8_2.png,2.01,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_6_0.png,2.24,10.27,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_6_1.png,2.24,10.27,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_6_2.png,2.24,10.27,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_7_0.png,2.09,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_7_1.png,2.09,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_7_2.png,2.09,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_8_0.png,2.01,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_8_1.png,2.01,3.83,kering
20,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 20b_8_2.png,2.01,3.83,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_6_0.png,0.71,23.94,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_6_1.png,0.71,23.94,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_6_2.png,0.71,23.94,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_7_0.png,0.62,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_7_1.png,0.62,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_7_2.png,0.62,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_8_0.png,0.54,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_8_1.png,0.54,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21a_8_2.png,0.54,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_6_0.png,0.71,23.94,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_6_1.png,0.71,23.94,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_6_2.png,0.71,23.94,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_7_0.png,0.62,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_7_1.png,0.62,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_7_2.png,0.62,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_8_0.png,0.54,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_8_1.png,0.54,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 21b_8_2.png,0.54,12.9,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_6_0.png,1.61,18.63,kering
21,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_6_1.png,1.61,18.63,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_6_2.png,1.61,18.63,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_7_0.png,1.44,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_7_1.png,1.44,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_7_2.png,1.44,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_8_0.png,1.31,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_8_1.png,1.31,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22a_8_2.png,1.31,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_6_0.png,1.61,18.63,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_6_1.png,1.61,18.63,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_6_2.png,1.61,18.63,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_7_0.png,1.44,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_7_1.png,1.44,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_7_2.png,1.44,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_8_0.png,1.31,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_8_1.png,1.31,9.03,kering
22,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 22b_8_2.png,1.31,9.03,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23a_6_0.png,1.1,16.36,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23a_6_1.png,1.1,16.36,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23a_6_2.png,1.1,16.36,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23a_7_0.png,1.01,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23a_7_1.png,1.01,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23a_7_2.png,1.01,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/cabai 23a_8_0.png,0.92,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/cabai 23a_8_1.png,0.92,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/cabai 23a_8_2.png,0.92,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_6_0.png,1.1,16.36,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_6_1.png,1.1,16.36,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_6_2.png,1.1,16.36,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_7_0.png,1.01,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_7_1.png,1.01,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_7_2.png,1.01,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_8_0.png,0.92,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_8_1.png,0.92,8.91,kering
23,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 23b_8_2.png,0.92,8.91,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_6_0.png,1.5,12.67,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_6_1.png,1.5,12.67,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_6_2.png,1.5,12.67,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_7_0.png,1.41,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_7_1.png,1.41,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_7_2.png,1.41,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_8_0.png,1.31,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_8_1.png,1.31,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24a_8_2.png,1.31,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_6_0.png,1.5,12.67,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_6_1.png,1.5,12.67,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_6_2.png,1.5,12.67,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_7_0.png,1.41,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_7_1.png,1.41,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_7_2.png,1.41,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_8_0.png,1.31,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_8_1.png,1.31,7.09,kering
24,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 24b_8_2.png,1.31,7.09,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_6_0.png,2.17,17.97,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_6_1.png,2.17,17.97,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_6_2.png,2.17,17.97,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_7_0.png,1.93,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_7_1.png,1.93,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_7_2.png,1.93,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_8_0.png,1.78,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_8_1.png,1.78,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25a_8_2.png,1.78,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_6_0.png,2.17,17.97,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_6_1.png,2.17,17.97,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_6_2.png,2.17,17.97,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_7_0.png,1.93,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_7_1.png,1.93,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_7_2.png,1.93,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_8_0.png,1.78,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_8_1.png,1.78,7.77,kering
25,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 25b_8_2.png,1.78,7.77,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_6_0.png,1.29,21.71,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_6_1.png,1.29,21.71,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_6_2.png,1.29,21.71,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_7_0.png,1.15,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_7_1.png,1.15,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_7_2.png,1.15,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_8_0.png,1.01,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_8_1.png,1.01,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26a_8_2.png,1.01,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_6_0.png,1.29,21.71,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_6_1.png,1.29,21.71,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_6_2.png,1.29,21.71,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_7_0.png,1.15,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_7_1.png,1.15,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_7_2.png,1.15,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_8_0.png,1.01,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_8_1.png,1.01,12.17,kering
26,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 26b_8_2.png,1.01,12.17,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_6_0.png,2.01,9.45,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_6_1.png,2.01,9.45,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_6_2.png,2.01,9.45,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_7_0.png,1.93,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_7_1.png,1.93,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_7_2.png,1.93,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_8_0.png,1.82,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_8_1.png,1.82,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27a_8_2.png,1.82,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_6_0.png,2.01,9.45,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_6_1.png,2.01,9.45,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_6_2.png,2.01,9.45,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_7_0.png,1.93,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_7_1.png,1.93,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_7_2.png,1.93,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_8_0.png,1.82,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_8_1.png,1.82,5.7,kering
27,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 27b_8_2.png,1.82,5.7,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_6_0.png,0.69,27.54,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_6_1.png,0.69,27.54,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_6_2.png,0.69,27.54,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_7_0.png,0.58,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_7_1.png,0.58,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_7_2.png,0.58,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_8_0.png,0.5,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_8_1.png,0.5,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28a_8_2.png,0.5,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_6_0.png,0.69,27.54,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_6_1.png,0.69,27.54,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_6_2.png,0.69,27.54,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_7_0.png,0.58,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_7_1.png,0.58,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_7_2.png,0.58,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_8_0.png,0.5,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_8_1.png,0.5,13.79,kering
28,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 28b_8_2.png,0.5,13.79,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_6_0.png,1.59,18.87,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_6_1.png,1.59,18.87,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_6_2.png,1.59,18.87,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_7_0.png,1.45,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_7_1.png,1.45,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_7_2.png,1.45,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_8_0.png,1.29,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_8_1.png,1.29,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29a_8_2.png,1.29,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_6_0.png,1.59,18.87,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_6_1.png,1.59,18.87,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_6_2.png,1.59,18.87,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_7_0.png,1.45,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_7_1.png,1.45,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_7_2.png,1.45,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_8_0.png,1.29,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_8_1.png,1.29,11.03,kering
29,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 29b_8_2.png,1.29,11.03,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_6_0.png,2.41,11.62,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_6_1.png,2.41,11.62,kering
30,/content/dataset/cabai_merah_keriting_augmented2/kering/Cabai 30a_6_2.png,2.41,11.62,kering
